SEED,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
NA,Wofford,SC,22,15,105,103,0.541,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,65.6,-4.7,NA,2021
NA,Ball St.,MAC,23,10,103,102,0.539,51.3,48.9,19.7,17.2,27.8,30.5,28.7,35.7,51.4,50.4,34.2,31,70.6,-7.5,NA,2021
NA,Navy,Pat,18,15,103,102,0.537,50,52.4,18.2,22.4,32.2,25,33,32.5,50.6,53.7,32.6,33.6,66.4,-0.5,NA,2021
NA,South Dakota,Sum,24,14,107,106,0.536,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,68.9,-6.9,NA,2021
NA,Georgia St.,SB,20,16,106,104,0.536,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,70.5,-3.3,NA,2021
NA,UTSA,CUSA,22,15,106,104,0.532,49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,49.2,49.8,33.1,35.1,71.7,-6.1,NA,2021
NA,Wyoming,MWC,25,14,108,107,0.531,53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,53.9,54.4,35.7,33,69.2,-5.1,NA,2021
NA,Florida Atlantic,CUSA,19,13,102,101,0.527,51.4,49.7,20.4,18.6,31.6,23.3,30.1,38,50.2,47.7,35.4,35.4,68.1,-7.2,NA,2021
NA,Tulane,Amer,23,10,99,98.1,0.526,44.2,49.7,16.6,22.1,22.9,30.6,36.6,30,44,46.7,29.8,35.8,67.2,-5.9,NA,2021
NA,Murray St.,OVC,24,13,103,103,0.522,54.7,49.7,19.3,19.4,27.6,26,26.1,31.4,54.5,50.1,36.6,32.7,66.1,-10,NA,2021
NA,Wake Forest,ACC,21,6,101,101,0.52,49,54.5,20,17.9,26.2,25.9,28.5,32.1,45.9,52.8,35.1,38.3,66.6,-7.1,NA,2021
NA,North Dakota St.,Sum,27,15,102,102,0.519,50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,49.9,49.5,34.1,33.7,64.6,-6.8,NA,2021
NA,Bowling Green,MAC,25,14,103,103,0.518,47.6,51,13.5,19,30.3,29.5,27.9,29.9,47.7,51.5,31.6,33.4,69.9,-5.5,NA,2021
NA,Jacksonville St.,OVC,25,18,104,103,0.516,52.5,48.1,19.9,15.7,32.2,28,31,25.5,52.8,47.5,34.6,32.7,65.9,-5.1,NA,2021
NA,Boston College,ACC,20,4,103,103,0.515,49.8,55.5,19.1,18.7,25.4,28.7,29.7,29.1,50.1,56.9,33,35.3,71.4,-7.5,NA,2021
NA,Miami OH,MAC,22,12,105,104,0.512,50.5,51.8,16.3,18.1,27.9,29,25.5,27.4,48.1,51.1,36.2,35.3,65.6,-6.4,NA,2021
NA,Stephen F. Austin,Slnd,18,16,102,102,0.512,55,50.9,23.5,24.5,36.7,27.4,44,42.2,57.1,50.5,32.2,34.5,69.5,-2.6,NA,2021
NA,Cal St. Bakersfield,BW,24,15,102,102,0.508,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,63.6,-5.8,NA,2021
NA,Bellarmine,ASun,20,14,107,107,0.504,55.3,55.4,17.3,22.7,25.8,28.6,28.2,28.4,55,52.8,37.3,38.9,64.8,-4.7,NA,2021
NA,Bradley,MVC,26,12,103,102,0.503,49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,51.6,46.4,31.4,38.1,65.8,-9.6,NA,2021
NA,Texas St.,SB,23,18,99.5,99.6,0.497,51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,49.1,47.5,39.4,35.2,62.6,-4.2,NA,2021
NA,Iowa St.,B12,24,2,100,100,0.495,48,51.9,21.1,18.5,24.3,33.1,19.6,36.2,48,53.1,32.1,33,69.6,-10,NA,2021
NA,VMI,SC,22,13,105,106,0.493,53.8,50.5,16.9,13.4,22.6,25.7,28.8,23.3,52.4,50.8,37,33.4,70,-7.4,NA,2021
NA,UMBC,AE,20,14,100,100,0.49,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,67.9,-3.8,NA,2021
NA,UNLV,MWC,25,12,103,103,0.487,50.7,51.9,19.6,17.7,28.8,25,21.4,33.7,49.8,48.1,34.6,37.9,65.8,-7.8,NA,2021
NA,East Carolina,Amer,18,8,98.2,98.8,0.481,45.2,48.9,18.5,20.6,26.9,27.7,33.1,38.3,45.5,49.7,29.8,31.9,68,-6.2,NA,2021
NA,Northeastern,CAA,19,10,98,98.7,0.48,51.6,48.3,19.5,17.2,20.2,26.3,26,29.3,50.4,48.3,35.4,32.3,67.1,-4.4,NA,2021
NA,Northern Iowa,MVC,23,10,102,103,0.48,50,52.9,19.1,16.8,26.4,21.9,26.5,27.7,51.1,54.2,32.2,34.1,69,-8.9,NA,2021
NA,Bryant,NEC,21,15,102,103,0.48,53.3,46.7,20.3,17.3,28.3,30.4,33.9,27.6,51,48.5,37.7,29.2,74.3,-3.9,NA,2021
NA,Eastern Kentucky,OVC,27,22,101,102,0.479,51.2,51,16.6,24.3,26.8,30.2,25.6,32.2,49.6,51.8,35.8,33,74.8,-3.8,NA,2021
NA,Gardner Webb,BSth,26,11,104,105,0.479,52.4,48.6,17.5,18.2,26.6,28.1,30,36.5,51,46.9,36.1,34.1,66.4,-10,NA,2021
NA,Hofstra,CAA,23,13,106,107,0.477,50.8,51.1,17.5,17.4,29.3,28.9,33.2,25.8,51.7,51.4,33,33.8,68.2,-5.9,NA,2021
NA,Detroit,Horz,22,12,108,109,0.473,55.1,54.2,16.8,18.5,27.2,29.1,25.3,22.4,52.2,53.4,39.1,36.8,67.1,-6.8,NA,2021
NA,Fresno St.,MWC,22,12,100,102,0.462,48.8,51.3,21.5,18.9,30.5,25,36.8,33.6,48.7,49.9,32.6,35.8,65.2,-6.1,NA,2021
15,Cleveland St.,Horz,27,19,100,101,0.462,50.5,49.1,18.6,20.1,30.7,32.5,32.5,37.6,51.7,51.3,32.1,30.7,66,-2.7,R64,2021
NA,South Florida,Amer,21,9,100,102,0.454,45.1,51.7,20.8,17.8,33.8,26.5,34.5,33.5,43.3,51.5,32.4,34.6,67.1,-5.9,NA,2021
NA,Sam Houston St.,Slnd,24,19,100,102,0.449,50.4,48.5,20.3,22,29.3,32.7,30,39.5,49.1,50.3,34.8,30.3,70.8,-4.3,NA,2021
NA,San Diego,WCC,14,3,98.1,99.9,0.445,46.4,53.3,18.1,18.2,20.9,25.6,25.6,33.8,46.8,51.2,30.4,38.5,70.1,-5.9,NA,2021
16,Hartford,AE,24,15,97.1,99.1,0.44,49.9,47.7,19.6,20.1,24.7,29,28.6,24.4,51,50.6,32.3,29,67,-4.9,R64,2021
NA,Elon,CAA,18,10,98,100,0.435,48.3,49.6,17.5,17.9,24.6,22.7,23.2,39.5,47.3,50.4,33.1,32.4,66,-6.5,NA,2021
NA,Coastal Carolina,SB,22,18,98.8,101,0.433,49.7,46.5,21.7,17.9,34.8,26.4,33.8,29.5,48.6,46.3,34.3,31.2,70.7,-5.2,NA,2021
NA,Southern Illinois,MVC,25,12,99.6,102,0.432,52.2,53.1,18.5,19,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66,-7.9,NA,2021
NA,Army,Pat,21,12,98.8,101,0.423,51.8,52.4,18.1,19.4,23.2,24.7,29.4,24.2,54.1,50.6,32.3,36.7,68.6,-5.2,NA,2021
NA,Siena,MAAC,17,12,99.6,102,0.419,52,46,19.5,17.8,28,27.1,37.2,24.7,52.2,44.8,34.4,32.4,65.4,-3.7,NA,2021
NA,Austin Peay,OVC,25,14,104,107,0.418,50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,50.6,54.5,33.3,36.9,66.7,-10,NA,2021
NA,Utah Valley,WAC,20,11,101,103,0.417,51.4,48.7,21.2,14.8,31.7,24,43.5,34.6,51.2,47.2,34.7,34.4,70,-6.8,NA,2021
NA,Rice,CUSA,25,15,102,105,0.416,52.6,51.8,21.1,17.1,26.1,27.2,26.2,22,51.2,50.7,36,35.8,69.7,-7.5,NA,2021
NA,Loyola MD,Pat,17,6,98.2,101,0.415,51.1,49.3,20.2,19.3,31.3,25.6,35.4,33.4,53.4,47.7,30.6,34.7,67.6,-8.7,NA,2021
NA,Campbell,BSth,25,17,103,106,0.413,55.7,52,18.5,21.5,19.6,30.9,33.8,30.5,55.4,55.4,37.4,31,63.9,-6.6,NA,2021
NA,Montana,BSky,23,15,98.8,102,0.41,48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,46.5,50.2,36.6,32.4,65.6,-8.1,NA,2021
NA,Saint Joseph's,A10,20,5,101,104,0.41,48.6,53.6,18.6,17.2,21.8,30.9,26.7,31.4,50.1,54.1,31.4,35.1,72.3,-8,NA,2021
NA,Valparaiso,MVC,26,10,96.2,99.4,0.408,47.2,50.3,18,17.8,20.9,26.3,26.1,28.8,48.9,50.2,29.7,33.6,66.9,-11,NA,2021
NA,Hawaii,BW,19,11,101,104,0.406,50.6,50.1,19.8,16.7,29.1,25.6,30.3,27.7,48.6,49.8,35.7,33.8,66.5,-7,NA,2021
NA,Delaware,CAA,14,7,98.1,101,0.399,49.5,48.1,21.2,17.2,28.3,26.2,38.8,32.4,51,46.7,31.4,34,66.5,-6.6,NA,2021
NA,Louisiana Lafayette,SB,24,17,101,104,0.397,50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,48.8,46.7,35.6,34.9,70.9,-5.8,NA,2021
NA,Seattle,WAC,19,12,98.3,102,0.394,46.5,50.5,15.7,21.7,26.3,30.1,28.4,40.4,45.6,50,31.8,34.3,69.1,-7.8,NA,2021
NA,Tarleton St.,WAC,15,10,99,102,0.389,48.6,52.1,18.4,23.4,19.3,31.7,38.1,45.5,45.6,50,37.4,36.3,64.4,-7.4,NA,2021
NA,La Salle,A10,24,9,101,105,0.386,50.1,52.1,20.7,19.5,26.8,29.4,24.3,36.1,49.9,53.8,33.6,32.9,68.5,-8.9,NA,2021
NA,Cal Baptist,WAC,19,13,105,109,0.386,53.9,51.6,19.7,16.1,27.4,28,36.9,37.2,50.3,49.9,39.5,36.8,70.4,-6.9,NA,2021
16,Norfolk St.,MEAC,23,17,98.2,102,0.385,48.7,47.5,17.6,20.5,27.7,29.3,37.1,40.6,44.7,47.5,37.2,31.7,67.6,-5,R64,2021
NA,Evansville,MVC,25,9,105,110,0.374,53.2,57.4,17.2,18.3,19.1,24.1,25.4,34.3,50,55.7,37.7,41,62,-10,NA,2021
NA,Wagner,NEC,20,13,101,106,0.368,49.1,50.3,18.1,20.9,34.8,28.1,28,44.3,49.7,49.3,31.8,34.5,65.1,-5.1,NA,2021
NA,Albany,AE,16,7,98.7,103,0.363,50.5,51.3,18,20.9,22.3,27.3,34.1,29.3,50.5,51.1,33.7,34.5,69.2,-7.4,NA,2021
NA,Illinois St.,MVC,24,7,98.2,103,0.357,50.4,51.6,19.3,16.7,23.7,26.3,23.7,26.7,50,54.7,34,31.5,69,-1,NA,2021
NA,UMKC,Sum,20,11,96.2,101,0.357,51.2,52.3,19.6,22.5,21.6,24.6,30.5,55.3,50.4,50.9,35.1,36.5,62.5,-9,NA,2021
NA,Northern Kentucky,Horz,25,14,102,108,0.356,50.6,51.7,18.6,18.9,34.9,32.7,27.8,32.5,53.7,50.8,30.7,35.5,64.9,-7.8,NA,2021
NA,South Alabama,SB,24,17,102,107,0.356,50.8,49.7,17.7,19.3,26.4,33,31,24.6,49.4,49.1,35.1,33.5,66.5,-8.2,NA,2021
NA,George Washington,A10,17,5,100,106,0.356,49.8,51,19.7,16.7,24.5,28.5,36.1,25,50.4,50.8,32.4,34.2,68.3,-8.8,NA,2021
16,Texas Southern,SWAC,25,17,98.1,103,0.353,47.7,46.8,20.8,19.3,32.4,26.4,38.5,34.3,50,45.7,27.7,32.3,71.1,-4.3,R64,2021
NA,UC Davis,BW,17,10,97,102,0.35,48.2,53,20.4,23.4,26.9,27.6,36.4,40.6,48.3,52.6,31.9,35.8,69.3,-5.7,NA,2021
NA,Saint Peter's,MAAC,25,14,90.5,95.7,0.347,45.6,44.9,21.8,22.5,30.4,27.7,32.7,39.5,44.1,41.6,32.3,33.6,67,-8.1,NA,2021
NA,Morgan St.,MEAC,19,14,99.9,105,0.343,48.7,48,20.7,22.1,34.5,29.5,37.5,42.9,48.2,50.2,32.9,29.9,71.4,-6.3,NA,2021
NA,Nicholls St.,Slnd,24,18,98.7,104,0.343,51,49.2,17.7,20.7,28.9,28.3,27.8,34.4,53,47.6,31.8,34.8,71.4,-3.9,NA,2021
NA,Montana St.,BSky,21,13,99.4,105,0.34,49.7,49.7,17.8,18.8,24.3,26.7,40.3,37.2,50.5,48.5,32,34.4,68,-6.7,NA,2021
NA,Arkansas St.,SB,21,11,99.6,105,0.34,48,49.6,19.4,17.5,30.8,28,34.6,27.9,44.8,47.9,37.4,35.2,67.6,-10,NA,2021
16,Mount St. Mary's,NEC,23,12,95.3,101,0.338,48.6,45.4,20.1,16,31.3,24.9,29.8,25,47.7,45.2,33.4,30.6,61.7,-7.2,R68,2021
NA,Long Beach St.,BW,18,6,97.9,103,0.337,50.6,49.4,21,17.8,23.3,31.3,37.7,34.9,49,48.2,35.9,34.2,73.7,-9.1,NA,2021
NA,Oakland,Horz,30,12,102,108,0.336,48.7,55.4,17.8,18.7,30,33.6,33.2,21.3,47.7,55,33.3,37.3,70,-11,NA,2021
NA,Monmouth,MAAC,20,12,98.7,104,0.336,48.5,48.6,17.7,20.9,25.7,28.5,38.2,38.4,45.4,48.2,36.3,32.9,74.1,-6,NA,2021
NA,College of Charleston,CAA,17,9,102,108,0.335,51.6,52,16.3,17.7,24.2,26,27.1,33.5,47.8,50.1,38.2,36.6,63.7,-7.4,NA,2021
NA,Longwood,BSth,28,12,98.5,104,0.334,49.9,51.8,19.8,20.4,27.7,27.3,31.6,33.5,48.7,56.1,34.6,31,65,-12,NA,2021
16,Appalachian St.,SB,25,17,97.6,103,0.334,46.9,50,17.7,19.8,28.2,30.2,32.7,23.7,46.4,49.6,31.7,33.7,65.2,-7.6,R68,2021
NA,Milwaukee,Horz,22,10,101,108,0.334,49.5,52.6,15.3,18.6,24.3,26.8,33.2,35,49.7,49.9,32.9,37.9,69.4,-8.8,NA,2021
NA,Northern Colorado,BSky,19,11,99,105,0.333,51.3,49.2,20.4,15.9,24.6,24.3,32.3,34.8,47.4,49.8,37.6,31.3,67.8,-7.8,NA,2021
NA,Boston University,Pat,18,7,101,108,0.33,49.7,53.6,18.3,15.2,29,26.1,28.6,29.8,50.8,53.4,31.9,36,65.2,-7.8,NA,2021
NA,Lipscomb,ASun,23,15,100,106,0.329,51.2,51.5,17.4,18.4,23.2,28.4,36.5,22.7,51.2,53.4,34.1,32.8,66.2,-8.8,NA,2021
NA,Stetson,ASun,24,12,100,107,0.328,50.4,52.4,19.6,17.4,28.1,26.8,28.1,30.4,48,52.6,35.8,34.7,67.4,-10,NA,2021
NA,Youngstown St.,Horz,23,15,101,108,0.327,48.7,54.3,16.8,18.7,33.1,29,31.6,26.3,50.1,54.1,30.9,36.4,67.2,-9.3,NA,2021
NA,The Citadel,SC,21,13,102,109,0.327,51.8,52.8,16.1,13.9,22.5,25.7,33.5,25.9,53.8,55.8,32.8,31.6,73.8,-8.3,NA,2021
NA,Prairie View A&M,SWAC,21,16,95.3,101,0.325,50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,53,47.1,30.4,31.8,68.7,-3,NA,2021
NA,Stony Brook,AE,22,9,94.6,101,0.319,46,48.3,20.1,18.8,30.3,27.1,33,29.6,47.3,46.6,29.2,33.9,66.6,-11,NA,2021
NA,Radford,BSth,25,15,97.7,104,0.317,50.5,49.9,23.2,18,33.4,24.5,40.2,25,52.9,46,30.9,37.2,63.6,-8.7,NA,2021
NA,Western Carolina,SC,25,11,100,107,0.312,51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,70.4,-11,NA,2021
NA,Green Bay,Horz,25,8,102,109,0.309,49.2,53.5,15.5,16.9,26,29.4,27.3,31.9,48.8,53.2,33.3,36.2,66.2,-12,NA,2021
NA,Samford,SC,17,6,96.7,103,0.306,47.9,52.8,21.3,18.4,28.8,25.5,27.1,37.9,51.3,53.1,28.3,35,72.9,-9.7,NA,2021
NA,Niagara,MAAC,20,9,99.3,106,0.305,46.6,49.5,15.2,20.1,23.3,28.4,34.6,32.5,46.4,48.5,31.3,33.9,64.8,-8.7,NA,2021
NA,Portland St.,BSky,18,9,93.1,100,0.303,44.4,50.8,20,22.7,30.5,23.6,34.6,46.7,44.8,49.1,29.2,36.1,69.1,-10,NA,2021
NA,Lafayette,Pat,15,9,103,111,0.303,50.6,50.9,15,16,23.7,28.5,30.3,33.7,48.4,51.4,36,33.2,68.6,-4.8,NA,2021
NA,Marist,MAAC,21,12,93.1,100,0.303,49.1,45.7,21.4,18,23,25.4,31.5,32.2,50.8,45.3,31,30.9,66.1,-7.4,NA,2021
NA,UMass Lowell,AE,23,11,98.7,106,0.301,51.2,48.4,21,16.3,27,26.6,37.2,39.5,50.8,48.9,34.6,31.6,69.2,-8.5,NA,2021
NA,UC San Diego,BW,14,7,101,109,0.299,55,54.5,19.6,18.4,16.7,31.7,20.8,22.4,54.6,53.3,37,38,69,-6.7,NA,2021
NA,UT Arlington,SB,23,13,98.4,106,0.292,46.1,50,16.1,19.6,26.9,32.3,26.2,29.4,41.7,47.5,35.3,36.7,69.3,-9.5,NA,2021
NA,UNC Asheville,BSth,20,10,99.5,107,0.291,54.6,49.7,21.2,19.7,26.8,33.2,30.2,32.3,55.2,50.2,35.8,32.4,68.7,-7.4,NA,2021
NA,Western Michigan,MAC,20,5,95.6,103,0.29,49.3,50.2,21.1,14.3,23.5,29.4,24.2,26.2,49,51.5,33.2,32,66.1,-11,NA,2021
NA,UNC Wilmington,CAA,16,7,101,110,0.289,48.6,51.6,16.1,18.9,26.5,31.5,37.1,31.7,47.2,53.9,34,30.9,69.6,-8,NA,2021
NA,Charlotte,CUSA,24,9,96.1,104,0.288,49.2,50.9,20.1,18.4,21.6,24.7,37.2,23.4,49.3,52.9,32.7,31.8,62.7,-11,NA,2021
NA,Georgia Southern,SB,22,13,95.2,103,0.286,48,51,21.4,22.1,30.4,31,29.1,31.4,49.1,48.9,30.9,36.2,66.6,-10,NA,2021
NA,Holy Cross,Pat,16,5,100,108,0.286,50.3,52.6,18.3,18.5,26.4,31.5,26.1,35.2,48.8,52.1,35.6,35.7,68.7,-8.4,NA,2021
NA,American,Pat,10,4,97.8,105,0.286,52.6,50.2,22.3,17.6,24.1,29.9,26.8,38.4,49.5,52.9,37.8,29.1,66.8,-4.5,NA,2021
NA,Cal St. Fullerton,BW,15,6,103,111,0.285,51.2,54.9,17.6,18.6,24.9,29.1,35.6,27.8,48.1,52.5,38,39.7,71.5,-7.6,NA,2021
NA,Quinnipiac,MAAC,22,9,92.3,100,0.285,46.9,44.2,19.4,17.2,21.2,27.8,35.4,32.7,45.7,43.7,32.4,30.1,71.5,-11,NA,2021
NA,Sacramento St.,BSky,18,8,102,111,0.279,50.6,55.6,14.9,18.8,24.5,28,31.5,32,48,56,37.7,36.6,64.7,-8.9,NA,2021
NA,Canisius,MAAC,13,7,98.7,107,0.279,47,50.5,16.8,20.2,26.6,26.8,31.6,31.6,48.8,50.3,29.7,34.1,70.5,-4.8,NA,2021
NA,LIU Brooklyn,NEC,18,9,95.2,103,0.276,47.3,49.9,19.3,20.9,32.9,28.5,31.2,28.4,50.1,50.9,28.7,32,73.2,-7.6,NA,2021
NA,Bucknell,Pat,12,5,100,109,0.271,52,49.6,17.3,15.7,19.8,28.3,36.3,29.2,53.6,47.5,33,36,71.6,-5.6,NA,2021
NA,Little Rock,SB,25,11,97,105,0.271,50.4,50.7,22.4,20.1,31.1,28,37.7,27.8,52.2,49.7,31.3,34.9,67,-11,NA,2021
NA,Jackson St.,SWAC,18,12,88.3,96.2,0.27,44.6,43.8,21.6,22,29.1,26.6,42.1,41.2,41.9,43.1,34,30.3,68.6,-3.6,NA,2021
NA,Idaho St.,BSky,19,13,92.6,101,0.266,47.2,48,23.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,64.4,-8.2,NA,2021
NA,Coppin St.,MEAC,22,9,92,100,0.256,48.6,47.9,20,20.4,18.5,32.5,43.8,27,51.6,49.1,30.3,30.8,76.9,-9.2,NA,2021
NA,IUPUI,Horz,18,8,96.7,106,0.255,49,52.7,19.1,19,25.4,25.3,30.5,35.1,47.3,56.5,34.4,30.5,71.6,-7.9,NA,2021
NA,Merrimack,NEC,18,9,92.9,102,0.254,51.4,48,19.9,21.8,20.8,31.6,31,33,54.1,46.1,31.7,34.4,66,-7.6,NA,2021
NA,Eastern Michigan,MAC,15,6,99.2,109,0.251,46.7,58.7,17.1,19.1,24.2,31.6,26.9,28.2,47.2,58.5,30.6,39.2,67.9,-8.3,NA,2021
NA,Fairleigh Dickinson,NEC,24,9,101,111,0.251,51.8,53,19.5,19.3,28.8,33.2,31.1,33.9,49.3,54.8,37.5,33.5,70.8,-12,NA,2021
NA,New Mexico,MWC,20,6,93.6,103,0.246,43.9,53.1,21.6,19.7,32,29.7,32.9,35.7,45.5,53.6,26.8,34.9,67.4,-11,NA,2021
NA,Southern Miss,CUSA,23,8,92.2,101,0.246,47.3,50.3,20.7,18.8,23.8,23.5,28.7,29.5,47.3,50.1,31.5,33.7,67.1,-12,NA,2021
NA,New Orleans,Slnd,24,10,97.6,107,0.245,52.3,51.4,22.3,21.2,29.3,32,33.1,38.4,52.8,52.6,33.9,32.5,72.3,-12,NA,2021
NA,Fort Wayne,Horz,23,8,100,110,0.245,58.2,52.5,23.7,17,26.2,30.8,30.2,30.4,57,53.9,40,33.6,69.4,-12,NA,2021
NA,Southeast Missouri St.,OVC,27,11,95.4,105,0.242,49.9,51.9,21.7,19.7,27.6,23.6,40.5,38.9,48,50.6,35.2,36.2,68.4,-12,NA,2021
NA,High Point,BSth,24,9,96.4,106,0.241,45.8,52.4,18.6,20.1,32,28.2,38.3,34.1,46.7,51.7,29,35.4,66.1,-11,NA,2021
NA,North Dakota,Sum,26,9,97.8,108,0.237,49.4,53.2,18.7,16.9,23.5,26.6,34.6,30.4,48.7,51.1,33.7,38.4,67.3,-12,NA,2021
NA,Fairfield,MAAC,27,10,95.8,106,0.236,45.4,49.1,19.6,16.3,28.1,26.6,34.1,30.7,44.4,49.3,31.5,32.6,64.5,-14,NA,2021
NA,Cal St. Northridge,BW,21,9,100,111,0.232,48.4,54.3,16.7,18.7,24.3,28.9,31.7,32.4,47.2,54.2,33.5,36.4,70.2,-9.5,NA,2021
NA,Louisiana Monroe,SB,26,7,94,104,0.231,48.2,50.4,19.1,21.3,22.9,32,25.1,34,46.5,47.9,34,36.5,67,-1,NA,2021
NA,Middle Tennessee,CUSA,22,5,93.3,103,0.228,45.4,53,21.7,19.8,24.9,26,24.9,28.8,43.1,55.5,32.5,32,69.2,-13,NA,2021
NA,FIU,CUSA,22,9,97,108,0.225,50.5,53.9,20.9,21.5,25.8,33.6,24,34.7,51.9,53.2,32.7,36.9,70.3,-13,NA,2021
NA,New Hampshire,AE,18,10,96,106,0.225,45.3,49.5,16.3,17.9,27.3,22,32.8,39.2,44,48.6,31.8,34.1,66.1,-7.6,NA,2021
NA,Western Illinois,Sum,21,7,97.4,108,0.22,45.8,54.4,17.3,16.1,27.9,23.1,36.5,38.8,44.6,51.8,31.8,39.5,71.5,-11,NA,2021
NA,Manhattan,MAAC,20,7,92.5,103,0.215,42.6,47.9,20.7,22.4,31.9,29.6,35.5,46.8,44.4,47.1,26.4,33,66.8,-11,NA,2021
NA,Central Michigan,MAC,20,7,99.5,111,0.214,48.7,54,17.9,18.2,26.6,32.2,36.2,27.5,48.8,53.6,32.2,36.4,72.1,-12,NA,2021
NA,Rider,MAAC,23,6,100,112,0.212,48.3,53.3,18.3,17.2,26.2,26.7,29,36,46.2,53.6,35.3,35.3,67.7,-1,NA,2021
NA,North Alabama,ASun,20,13,95.3,106,0.212,48.2,51.3,20.3,18.6,26.1,24.2,28.3,35.7,47.3,49.8,33,35.6,70,-8.4,NA,2021
NA,William & Mary,CAA,17,7,94.7,106,0.211,46.1,51,20.2,16.9,28.6,31.8,32,23.6,47.9,52.1,28.7,32.6,68,-7,NA,2021
NA,Lamar,Slnd,28,10,94,105,0.207,46,52.3,20.1,20,26.4,28.7,30.8,27.4,45.7,49.1,31.2,38.7,68,-13,NA,2021
NA,UT Rio Grande Valley,WAC,15,9,90.7,102,0.204,43,48.1,19,24.1,30,34.1,37.7,43.5,44.7,48.5,26.7,31.6,70.3,-7.7,NA,2021
NA,St. Francis NY,NEC,19,9,101,113,0.204,49.5,52.7,16.3,19.9,30.2,30.3,30.7,39.1,49.4,50.4,33.1,38.1,72.2,-8.7,NA,2021
NA,Troy,SB,25,11,92.8,104,0.203,44.4,51.3,21.4,18,28.3,26.4,33.1,30.5,46,49.1,28.1,36.5,68.1,-1,NA,2021
NA,Illinois Chicago,Horz,22,9,93.3,105,0.203,49.7,48,18.9,14.2,23.7,27.6,22.8,33.8,50.2,49.1,32.7,30.1,68.3,-10,NA,2021
NA,Towson,CAA,18,4,99,111,0.202,45.4,52.6,18.4,16,34.1,30.4,33.4,29.3,46.2,49.3,28.9,38.3,65.6,-10,NA,2021
NA,North Florida,ASun,21,8,100,113,0.202,52.7,50.3,21.5,16.2,25.8,35.9,25.4,31.8,51.2,50.1,36.2,33.9,67,-11,NA,2021
NA,Robert Morris,Horz,18,4,98.7,111,0.198,50.5,54.6,19,18.7,29.5,33.5,26.1,34.6,48.3,52.4,36.5,38.9,66.8,-12,NA,2021
NA,Sacred Heart,NEC,18,9,99.8,112,0.197,48,50.7,18.7,15.3,29.6,31.8,33.6,27.6,47.1,51.3,32.9,32.9,66.3,-7,NA,2021
NA,Florida Gulf Coast,ASun,16,10,92.6,104,0.196,47.7,48.7,20.3,18.8,28.6,29.6,24,26.7,51,49.5,28.9,31.5,70.7,-6.6,NA,2021
NA,Binghamton,AE,18,4,97.6,110,0.193,48.9,51.5,20.6,16.4,29.2,27.7,23.2,31.3,48.3,49.5,33.1,36.7,66,-12,NA,2021
NA,North Carolina A&T,MEAC,19,11,93.1,105,0.192,45.4,52,18.6,24,27.6,36.1,35.8,31.2,45.4,50.5,30.4,36.3,71.4,-7,NA,2021
NA,Air Force,MWC,25,5,95.8,108,0.187,52.1,57.4,22.6,21.8,15.3,35.4,30.9,32.8,54.1,59.1,33,36.6,62.9,-13,NA,2021
NA,Northwestern St.,Slnd,28,11,97,110,0.186,48.9,53.5,19.5,18,26.2,31.7,30.1,35.1,47.3,55.8,34.7,32.8,71,-12,NA,2021
NA,St. Francis PA,NEC,22,6,94.8,107,0.186,47.9,51.5,20.2,18.6,28.8,28.6,33.7,29.4,48.6,54.3,30.9,31.3,68.6,-1,NA,2021
NA,Nebraska Omaha,Sum,25,5,93.7,106,0.185,46.3,53.5,18.1,16.8,23.2,26.7,29.2,31.1,44.8,51.2,33.5,38.4,71.1,-14,NA,2021
NA,Portland,WCC,18,6,98.4,111,0.185,46.3,58.9,19,17.9,17.8,30.8,33.9,23.3,43.6,60.6,33.8,37.6,71.1,-9,NA,2021
NA,Eastern Illinois,OVC,27,9,95.5,108,0.185,49.3,51.9,20,18.7,28.8,29.6,25.7,31,49.7,50.3,32.4,36.3,68.9,-13,NA,2021
